Step	AgentID	acuity	complexity	care_setting
4	5d956b35-e7e5-4840-b2b8-3c174cbf16fa	0.0	0.936654587712494	Hospital
5	5d956b35-e7e5-4840-b2b8-3c174cbf16fa	0.0	0.936654587712494	Hospital
6	5d956b35-e7e5-4840-b2b8-3c174cbf16fa	0.0	0.936654587712494	Hospital
7	5d956b35-e7e5-4840-b2b8-3c174cbf16fa	0.0	0.936654587712494	Hospital
8	5d956b35-e7e5-4840-b2b8-3c174cbf16fa	0.0	0.936654587712494	Hospital
9	5d956b35-e7e5-4840-b2b8-3c174cbf16fa	0.0	0.936654587712494	Hospital
0	06e44997-88fe-4d65-a0d3-0b9cb8f1a89a	0.45803538524659354	0.6091310056669882	ED
1	06e44997-88fe-4d65-a0d3-0b9cb8f1a89a	0.26803538524659354	0.6091310056669882	ED
2	06e44997-88fe-4d65-a0d3-0b9cb8f1a89a	0.07803538524659354	0.6091310056669882	ED
3	06e44997-88fe-4d65-a0d3-0b9cb8f1a89a	0.0	0.6091310056669882	ED
4	06e44997-88fe-4d65-a0d3-0b9cb8f1a89a	0.0	0.6091310056669882	ED
5	06e44997-88fe-4d65-a0d3-0b9cb8f1a89a	0.0	0.6091310056669882	ED
6	06e44997-88fe-4d65-a0d3-0b9cb8f1a89a	0.0	0.6091310056669882	ED
7	06e44997-88fe-4d65-a0d3-0b9cb8f1a89a	0.0	0.6091310056669882	ED
8	06e44997-88fe-4d65-a0d3-0b9cb8f1a89a	0.0	0.6091310056669882	ED
9	06e44997-88fe-4d65-a0d3-0b9cb8f1a89a	0.0	0.6091310056669882	ED
0	91da1d96-20e8-4725-b079-b62b0bbe7e3e	0.0	0.7291267979503492	Hospital
1	91da1d96-20e8-4725-b079-b62b0bbe7e3e	0.0	0.7291267979503492	Hospital
